"text","real"
"Marcela Aguiñaga, prefecta del #Guayas, cuestiona imparcialidad del #CNE ",1
"El Alcalde de #Quito no deja de solicitar al #CNE que atienda cualquier inconsistencia detectada",1
"Evo Morales pide que los observadores internacionales cumplan su labor tras los resultados de las #Elecciones2025Ecuador",1
"Donald Trump felicita a Daniel Noboa por su triunfo como presidente electo",1
"#ELECCIONES2025 | Aquiles Alvarez le desea lo mejor al presidente elegido, Daniel Noboa",1
"En estos casos se pueden abrir las urnas en Ecuador",1
"Luisa González no reconoce los resultados de las elecciones 2025 y pide que se abran las urnas",1
"Ecuador eligió un camino diferente, no quiere regresar al pasado"". Primeras declaraciones de Daniel Noboa como Presidente reelecto del Ecuador",1
"El #CNE hizo este anuncio con el 90% de las actas escrutadas y a las 20:15 de este domingo",1
"En estas #Elecciones2025Ecuador, una vez que se cierran las urnas, los miembros de las juntas receptoras del voto inician el procesamiento de actas",1
"Estos son los detalles que dio la #Policía sobre el control y la seguridad en el proceso electora",1
"Borja, candidato a la vicepresidencia por la Revolución Ciudadana, llamó a la ciudadanía a estar vigilantes en este proceso democrático",1
"Esta acción puede acarrear multas que van desde los 9 870 dólares hasta más de 32 000 dólares",1
"La intención de #Abad fue conocer si estaba registrada dentro del padrón electoral ",1
"Unos 450 000 ecuatorianos están habilitados para sufragar desde el exterior, principalmente en Estados Unidos, España e Italia 🗳️ Así avanza la jornada de las #Elecciones2025Ecuador",1
"Estas son las prohibiciones y sanciones para la segunda vuelta electoral en estas #Elecciones2025Ecuador",1
"Así de debe marcar correctamente la papeleta electoral en estas #Elecciones2025Ecuador ",1
"Te contamos las prohibiciones y sanciones para la segunda vuelta:",1
"Despeja las principales dudas de estas #EleccionesEcuador2025 ",1
"El #voto es obligatorio para personas entre 18 y 65 años, mientras que es opcional para las siguientes personas",1
"EN VIVO | Inicia la jornada electoral en Ecuador 🇪🇨Desde el Consejo Nacional Electoral, en Quito, se inaugura oficialmente el proceso con la presencia de autoridades nacionales. Sigue nuestra cobertura minuto a minuto",1
"La ceremonia de inauguración del sufragio en el exterior comenzó, a las 15:00, por los husos horarios",1
"Daniel Noboa habló sobre el control electoral este 28 de marzo ",1
"El presidente #DanielNoboa cerró su campaña en #Guayaquil este jueves, previo al silencio electoral",1
"La campaña electoral de la segunda vuelta en Ecuador termina y se inicia el silencio electoral. ¿Qué contempla?",1
"Redes sociales fueron un canal para la violencia política contra candidatas. ",1
"La votación de los Privados de la Libertad se suspendió. Esto es lo que pasó",1
"Te contamos cuáles fueron los #asambleístas más votados en las #elecciones",1
"El ofrecimiento se dio mientras #González criticaba la presencia de Erik Prince, en #Ecuador ",1
"La candidata #LuisaGonzález cerró su campaña en un barrio del sur de #Quito",1
"Este fue el argumento del Juez del #TCE para tomar esta decisión sobre #LuisaGonzález",1
"En la primera vuelta de las #EleccionesEcuador2025, el voto nulo alcanzó el 6,8% y el blanco, 2,16% 👉 Estos son los puntos clave antes de cerrar la #CampañaElectoral",1
"La candidata #LuisaGonzález estuvo en #Guayaquil y #Cuenca",1
"Analistas económicos explican los retos del nuevo presidente del #Ecuador ",1
"Este jueves 27 de marzo, Luisa González visitó Cotopaxi y expuso sus propuestas en agro, vialidad y reactivación del ferrocarril",1
"Luisa González habló sobre la conformación de su bancada en una entrevista",1
"El lapso para la campaña de la segunda vuelta 2025 en Ecuador está en curso. ¿Qué hizo Daniel Noboa?",1
"Reconocer o no a #Maduro abre un complejo debate diplomático y social. El tema ya se coló en la #campaña de las #Elecciones2025 ",1
"Durante el #DebatePresidencial2025 los dos candidatos aseguraron que defenderán y fortalecerán la dolarización en el #Ecuador ",1
"Este será el destino que la #Policía dará a las camionetas",1
"El debate presidencial se perfila como un momento determinante en la contienda electoral",1
"Expertos analizan y explican sus puntos sobre el #DebatePresidencial2025 y la campaña electoral ",1
"Juan Esteban Guarderas se basa en supuestas por irregularidades en elecciones de #Ecuador",1
"Las bases de la #Conaie se dividen entre Daniel #Noboa y Luisa #González.",1
"Varios dirigentes se mostraron ajenos a la decisión de la #Conaie para la segunda vuelta",1
"Daniel Noboa y Luisa González afinan sus estrategias previo a la segunda vuelta el próximo 13 de abril de 2025",1
"Tras la finalización del #DebatePresidencial, #DanielNoboa aseguró que en ""estas elecciones hay dos opciones: libertad y justicia, y la otra de (Nicolás) Maduro y desdolarizar""",1
"Confederación Intercultural de Pueblos y Nacionalidades del Ecuador presenta apoyo electoral a #DanielNoboa para segunda vuelta ",1
"Vicepresidenta Verónica Abad no podrá ocupar ningún cargo en el Estado por dos años al ser sancionada por el Tribunal Contencioso Electoral",1
"#LuisaGonzález | Jan Topic fue candidato presidencial en el 2023, pero fue descalificado para esta contienda. No se ha pronunciado todavía sobre el tema.",1
"Annabella Azín es la ‘carta’ de ADN para presidir la Asamblea Nacional, dice el ministro de Gobierno, José de la Gasca.",1
"Consejera #ElenaNájera insiste en que el #CNE solicite a #DanielNoboa tomar licencia para la campaña electoral",1
"#DanielNoboa | Ministro José De La Gasca aseguró que la Vicepresidenta no está destituida, sino que ha sido inhabilitada. En las próximas horas, habría nueva Vicepresidenta",1
"#Pachakutik | La firma del acuerdo entre la dirigencia de PK y la candidata presidencial #LuisaGonzález se dará en la parroquia de Tixán, en la provincia de Chimborazo. ",1
"Tribunal Contencioso Electoral decidiría hoy si ratifica la suspensión de los derechos políticos a la vicepresidenta Verónica Abad",1
"De acuerdo con el #CNE, el retraso para la llegada de los paquetes se debe a problemas climáticos y logísticos. ",1
"Elecciones 2025: #LeonidasIza ganó en ocho cantones y quedó segundo en cinco",1
"A ocho semanas de la segunda vuelta electoral, la Asamblea Nacional, bajo la presidencia de la correísta #Viviana #Veloz, gira hacia temas que afectan al gobierno de #Daniel #Noboa.",1
"Movimiento indígena va apartándose de la Conaie y Pachakutik en su idea de apoyar a una candidatura para la segunda vuelta presidencial. https://",1
"El lunes habría una reunión entre los consejeros  del #CNE y los altos mandos de la fuerza pública, en tanto De la Gasca cree que 'hubo irregularidades'.",1
"#JoséDeLaGasca confirmó que el primer mandatario tiene la intención de convocar a una constituyente si gana las elecciones.",1
"#LeonidasIza no llegó a Carondelet, pero podrá lanzarse a la reelección inmediata para la presidencia de la #Conaie",1
"El organismo electoral dice que se compromete a defender cada voto depositado en las urnas.",1
"El Consejo Nacional Electoral cerró el escrutinio nacional y proclamó resultados numéricos de las elecciones nacionales del 9 de febrero.",1
"Denuncia por presunta precampaña contra candidato oficialista Manuel Blacio se archivó por falta de firmas de abogados del Consejo Nacional Electoral.",1
"El presidente Daniel Noboa aseguró este martes que si gana las elecciones presidenciales, convocará una asamblea constituyente “que sea muy clara en sus objetivos”.",1
"Construye, el movimiento al que representó el binomio de #HenryCucalón y Carla Larrea en la primera vuelta de las elecciones presidenciales en Ecuador, anunció su respaldo por #DanielNoboa en la segunda vuelta.",1
"Seguridad para los candidatos a la Presidencia también está prevista para esta jornada electoral.",1
"¿Sabías que el voto nulo y en blanco pueden influir en una posible segunda vuelta?",1
"Según datos del #CNE, en la última década los votos en blanco han representado en promedio el 2% de los sufragios",1
"Leonidas Iza, candidato presidencial por el Movimiento Pachakutik, dijo que el CNE está parcializado.",1
"Este es el reporte de la Policía tras las #EleccionesEcuador2025",1
"El candidato por #Pachakutik expresó que en segunda vuelta no será él quien defina la posición Estas fueron sus palabras",1
"Con más del 84% de las actas procesadas, ambos candidatos se volverán a encontrar en segunda vuelta",1
"La candidata de la Revolución Ciudadana denunció obstáculos en el proceso de escrutinio",1
"Según reportes, desde la delegación provincial del #CNE, registra 3 628 inconsistencias en las actas electorales, de las 9 429 Juntas Receptoras del Voto",1
"El #Presidente tenía previsto realizar una rueda de prensa en #Quito a las 18:00, pero no se realizó",1
"Aunque todavía no está definida la conformación total de la Asamblea, algunos conocidos tienen ya reservados sus curules. ¿Quiénes son?",1
"Analistas y estrategas políticos explican las posibles dinámicas de los candidatos para la #SegundaVuelta y el contexto actual de #Ecuador",1
"#González aseguró que su movimiento obtuvo una de las votaciones más altas de su historia",1
"El candidato presidencial por la Izquierda Democrática (#ID) alcanzó el 0,22% en las recientes #votaciones:",1
"La Revolución Ciudadana estaría provisionalmente como la mayor fuerza política dentro del Legislativo.",1
"¿Podrán Luisa González o Daniel Noboa captar los votos de Leonidas Iza?",1
"Annabella Azín, madre de Daniel Noboa, lideró la lista de legisladores por #ADN",1
"Así se encuentra la división de la #AsambleaNacional entre #ADN y #RC ",1
"Solo una vez antes hubo una segunda vuelta con candidatos que los separaban menos de 1%, ¿Cuándo fue?",1
"Según el #CNE, los votos blancos representan el 2,16 % y los nulos el 6,80 %",1
"Los datos del #CNE muestran un cambio de tendencia política en las tres circunscripciones, en las elecciones 2025",1
"La revisión de los resultados de las elecciones 2025 avanza. ¿Qué pasó en Esmeraldas e Imbabura?",1
"Diego Borja, binomio de Luisa González, confirmó su asistencia ¿Asistirá Ma. José Pinto, dupla de Daniel Noboa?",1
"Segunda vuelta en Ecuador marcada por acusaciones y tensiones.",1
"Leonidas Iza habló sobre quién se llevará sus votos en la segunda vuelta",1
"El CNE explica el proceso de verificación de las actas con inconsistencias en #eleccionesEcuador2025 ",1
"Al #CNE le quedan por revisar 40 actas con novedades, con corte a las 22:00 de este viernes",1
"El Consejo Nacional Electoral publicó en su página web los resultados de las elecciones 2025, con el 100% de actas escrutadas.",1
"La nueva #AsambleaNacional tendrá 151 asambleístas, 14 más que en el periodo anterior. ",1
"Fuerzas Armadas y el Ministro de Defensa realizan operativos en Manabí. Detalles",1
"La sesión inaugural de la #AsambleaNacional será el 14 de mayo 👉 Te brindamos la información",1
"Este documento tiene observaciones procedentes de la circunscripción de Europa, Asia y Oceanía",1
"El CNE finalizó la audiencia de escrutinio de las elecciones 2025 en Ecuador. Se viene la etapa para posibles reclamos.",1
"El CNE está próximo a anunciar los resultados oficiales luego de que finalice el escrutinio. Detalles",1
"El consejero José Cabrera dio detalles de cómo se prepara el organismo para la segunda vuelta",1
"La comunidad puede ser parte de una encuesta de la siguiente forma",1
"Si no asisten a las mesas electorales deberán pagar la siguiente multa",1
"Culminó escrutinio en las 24 provincias. ¿Cómo van los resultados? ",1
"¿Por qué la participación juvenil en las elecciones 2025 es tan decisiva? Aquí un análisis",1
"¿Constituyente en Ecuador? Daniel Noboa propone cambios, pero expertos advierten riesgos y demoras. Detalles",1
"#Elecciones2025 : CNE escrutó el 100% de las actas. Estos fueron los resultados finales",1
"Daniel Noboa solicita que se impida el ingreso de celulares a los recintos electorales. ¿Cómo se aplicaría en la segunda vuelta? https://",1
"#URGENTE 🔴 EL PUEBLO SE LEVANTO EN #QUITO TRAS EL FRAUDE DE NOBOA ‼ Quito Fuera Daniel Noboa defendió el Fraude que hizo al Ecuador #COMPARTAN 😱👉 #Guayaquil #Nacional #EleccionesEcuador2025 #mundo #viralreelsシ— en Quito Ecuador.",0
"¡Urgente!JEFE DE MISION DE OBSERVADORES DE LA OEA NO RECONOCE TRIUNFO DE NOBOASolo felicita al pueblo ecuatoriano por su espíritu democrático y haber participado activamente en el proceso electoral del 13 de abril.De hecho el jefe de la misión hace una grave observación por el uso de recursos públicos que usó NOBOA y cuestiona el que no haya encargado el Poder mientras participaba como candidato, mientras a la par declaraba Estados de Excepción como Presidente en funciones. ""Ecuadorianas y ecuatorianos, desde la misión de observación electoral de la OEA, que tengo el honor de liderar, felicitamos la jornada electoral del domingo, en la que la ciudadanía se manifestó de manera pacífica y contundente. Saludamos la amplia participación del pueblo ecuatoriano, que reflejó su compromiso con la democracia. Asimismo, valoramos el esfuerzo de todas las personas que integraron las juntas receptoras del voto, así como el de los delegados de los partidos políticos, cuya presencia fue fundamental para garantizar la transparencia y legitimidad del proceso. Reconocemos igualmente al CNE por la exitosa organización de esta jornada. Con el objetivo de continuar fortaleciendo los procesos electorales en Ecuador, presentamos nuestro segundo informe preliminar. Este documento incluye avances positivos en la organización, distribución y seguridad del material electoral, así como mejoras tecnológicas para la consulta del lugar de votación y la divulgación de resultados. Asimismo, identificamos temas urgentes y prácticas a remediar en el futuro, como: La falta de claridad en las licencias para hacer campaña. El uso de recursos públicos. La celebración de elecciones bajo estados de excepción. El Ecuador enfrenta desafíos profundos en materia institucional, social y de seguridad, que exigen responsabilidad democrática. La unidad de todas las fuerzas políticas es fundamental para enfrentar estos difíciles retos. Frente a este escenario, la misión considera indispensable que se adopten medidas concretas para que las situaciones observadas no vuelvan a repetirse y reitera su compromiso de seguir acompañando al país en su camino hacia una democracia más sólida, transparente y participativa. Pueblo del Ecuador, su espíritu democrático quedó demostrado en cada mesa, en cada urna y en cada voto depositado, expresión de la soberanía popular. Nuestras felicitaciones por su civismo y compromiso con la democracia. Muchas gracias.""",0
"#PatriaLibreYSoberana #FraudeElectoral #EstadoFallido Leonidas Iza Anuncia Movilizaciones En El Pais Noboa Firmo 43 Acuerdos Con El FMI. ""El gobierno nacional firmó a escondidas del pueblo ecuatoriano 43 acuerdos con el Fondo Monetario Internacional. A escondidas. Y es más, dijo que la información lo va a mantener escondida. Cierto. ¿Esto qué ha significado para nuestra gente? Para nuestra gente es más pobreza. Para nuestra gente no pueden acceder a la educación. ¿Por qué? En el achicamiento del Estado no hay plata para garantizar políticas sociales. No pueden acceder a la salud. No pueden acceder a condiciones mínimas. Pero hay todo un esfuerzo estructural del Estado para garantizar los acuerdos con el Fondo Monetario Internacional. No puede ser esto lo normal en un Estado de Derecho. Pero además de eso, lo que el gobierno nacional en lugar de resolver los problemas del día a día, como por ejemplo el tema de la inseguridad, ha convertido como un instrumento político para meter sus obras, para meter miedo y sobre todo para vincular a la lucha de los pueblos indígenas, de las organizaciones sociales, la intencionalidad de vincular a las economías ilegales como el tema de la minería ilegal. Por lo tanto, el tema de los subsidios es apenas un punto que el gobierno nacional firmó para acordar con el Fondo Monetario Internacional. En ese sentido, el día de hoy nosotros, de nuestra parte, lo entregamos a la Asamblea Nacional, pero también vamos a pedir que deben auditar, fiscalizar y que digan al país la Asamblea Nacional, esté en su derecho, para demostrar y exigir como fiscalizadores que el gobierno nacional debe demostrar cuáles son esos 43 acuerdos firmados con el Fondo Monetario Internacional. ¿No participarán en el próximo acuerdo? Nosotros estamos participando activamente. Saludamos a todas las luchas. Seguramente las delegaciones en las diferentes provincias participaremos. Pero en ese sentido, no puede ser que los medios de comunicación mecánicamente trasladen una mentira al país. Yo sí les pido respeto. Cada organización tiene su forma de lucha. Y lo que las luchas 2019-2022, luego se convirtieron en luchas unitarias. Que en ese sentido vamos a seguir haciendo un camino. Nosotros en la siguiente semana tenemos la Asamblea Presencial de la CONAIE, donde definiremos. No es solo subsidios, es todo un paquete empobrecedor para la mayoría del pueblo ecuatoriano, en las cuales hemos enviado las propuestas. Pero el gobierno nacional, en lugar de responder, ¿qué ha dicho? Que la CONAIE tiene incoherencias en su propuesta, que la CONAIE está siendo partícipe electoralmente, o sea, cualquier cosa para lavar las manos sobre la realidad. En ese sentido, nuestras propuestas enviadas en la Asamblea al Ejecutivo, luego de no tener respuestas, como siempre ha sucedido, nosotros también decidiremos sobre un proceso de lucha hacia adelante. Todas las luchas sirven, todas las formas de lucha sirven. Lo que sí hemos dicho es que nosotros, la CONAIE, las estructuras populares del Ecuador, no saldremos para una hora, para dos horas, sino hasta tener resultados, como siempre se ha hecho en este país. En ese sentido, vamos a planificar y cualquier decisión que sea colectiva, daremos a conocer con respeto a los medios de comunicación. ¿Para cuándo sería esta Asamblea, señor Presidente? La segunda semana de julio, la fecha daremos a conocer ya cuando tengamos concretado con nuestras autoridades. Muchas gracias, un abrazo. Gracias.""",0
"La OEA señala irregularidades en las elecciones del Ecuador. En siete provincias se decreto el estado de excepción. El ejército dirigió la jornada electoral, las mesas durante las elecciones, y el conteo de votos No hay elecciones libres bajo estado de sitio. No puedo reconocer las elecciones en el Ecuador. https://x.com/catrina_nortena/status/1912216696925872160/video/1",0
"Se enviaron personas veedores de Colombia a las elecciones del Ecuador. Los informes que recibo son preocupantes. Leonidas Isa, escandidato indígena, fue detenido unos días antes. Las zonas de mayoría de la oposición fueron puestas bajo estado de sitio y control militar dos días antes de las elecciones. La dirección de las elecciones siempre estuvo bajo vigilancia militar directa y armada con rostros en capucha Cada mesa tuvo fuerte presencia militar uniformada y con armas. Hay veedores extranjeros que tuvimos que proteger porque tenían temor de no poder salir. Impidieron la salida del país de un veedor argentino. Creo que el gobierno debe entregar las actas de cada mesa para ser verificadas. Hasta el momento me expresaré oficialmente. Quiero la mejor de las relaciones diplomáticas con nuestros vecinos de la antigua Gran Colombia. Del presidente Noboa tengo buenos recuerdos y amistad. No interferí para nada en el proceso electoral y conservé mi neutralidad. Pero igual que en el caso venezolano, las cosas deben aclararse al máximo. Solo así tendré la seguridad de no equivocarme.",0
"Luisa González sufre una severa crisis nerviosa y es ingresada a emergencias, el camillero graba el video. #luisagonzalez #rafaelcorrea #rc5 #revolucionciudadana #libertad #viral_video #fyp",0
"Vamos A las calles a defender nuestro voto. ""Aquí dice que en el acta de presidente se acercaron 300 personas a votar. Y en las otras dignidades, o en las otras elecciones, cero. ¡Qué barbaridad! Esto involucraría que al menos hay 3.083 actas de escrutinio falsas. Justamente ya lo vamos a denunciar mañana en la fiscalía para que conforme a derecho un perito y un juez declaren la falsedad del documento. Sobre este documento declarado falso, se estaría configurando el causal 3 del artículo 143 del Código de la Democracia que habla de la anulidad de las votaciones en estas juntas electorales. Pero el detalle es que ahí sí se puede declarar la anulidad de las votaciones en estas 3.083 juntas receptoras del voto, que es alrededor de un millón de votos. Cuadraron un millón de votos, cuadraron un millón de resultados. Y el otro que digo que es del delito de fraude electoral, porque el momento que hay una alteración en el resultado, se configuró el tipo penal de fraude electoral.""",0
"#DanielNoboaAzin La verdad tan clara, que no existe ni una pizca de duda de las palabras del Señor #Presidente de #ElSalvador #NayibBukele Esta es la razón por la que #Ecuador esta como esta. #EbiCamacho 12-04-2025 ATENCIÓN ""NOBOA DIJO QUE IBA A COMBATIR EL CRIMEN, Y SU PLAN PARA ESO FUE TATUARSE UN PÁJARO EN EL BRAZO"" Nayib Bukele. ""En Latinoamérica tenemos que luchar contra el crimen organizado. Ecuador es un país pequeño, pero fue el mayor exportador de droga hacia España en el 2024. Dicen que están luchando contra el narco, pero siguen exportando. Si la cabeza está corrupta, el cuerpo se corrompe también. ¿Se podría decir que en Ecuador el presidente Novoa es parte del problema? Quisiera decir que su plan de tatuarse un pájaro en el brazo para combatir el crimen fue muy original. A mí nunca se me hubiese ocurrido. También entrega cartones de su imagen tamaño real, o sea pequeño para que lo adoren y le recen. Hablando en serio, yo no digo nada, pero recuerden las declaraciones que dio al New York Reer sobre mí. Dijo que yo solo buscaba beneficiar a mi familia. Parece que se estaba proyectando. Busquen los escándalos de la esposa, la tía, el hermano. Lo dejo ahí. Dijo que iba a combatir el crimen y el crimen llegó a máximos históricos. Tiene una fiscal que no investiga las irregularidades de su propio gobierno. Es decir, que no hay separación de poderes. Así que saquen sus propias conclusiones.""",0
"#Noticias #Ecuador #Elecciones2025 #ErikPrince #Noboa #DanielNoboa Noticias de Ecuador - Diana Atamaint, presidenta del CNE, junto a otros 8 consejales, han firmado un salvo conducto que permite exiliarse fuera del país luego de las elecciones generales 2025, esto, luego de reunirse con los ministros del actual gobierno de Daniel Noboa. #CNE #Atamaint #Fraude #Esmeraldas #derramedepetróleo #DeLaGasca #Nobita #noboapresidente #followforafollow #gobierno #Noboa #Elecciones2025. Diana Atamaint, presidenta del CNE, junto a otros 8 consejales, han firmado un salvo conducto que permite exiliarse fuera del país luego de las elecciones generales 2025, esto, luego de reunirse con los ministros del actual gobierno de Daniel Noboa.",0
"A esto lellaman democracia... PRIMERAS ELECCIONES EN TODA LA HISTORIA DEL ECUADOR QUE NO TENDRÁ OBSERVADORES INTERNACIONALES ""NO NECESITAMOS QUE NOS VIGILEN, AMENACEN O ADVIERTAN, NOSOTROS VAMOS ACTUAR Y ESTAMOS ACTUANDO DENTRO DEL MARCO DE LA LEY"" ENRIQUE PITA VICEPRESIDENTE DEL CONSEJO NACIONAL ELECTORAL 11-04-2025",0
"‼️ URGENTE ‼️ JAN TOPIC DA LA CARA Y ACLARA SU POSTURA ELECTORAL. Otra mentira comprobada de Luisa González, están perdidos y lo saben. 11-04-2025 JAN TÓPIC HABLA SOBRE REVOLUCIÓN CIUDADANA. ""Queridos ecuatorianos, mucha gente ha tratado de relacionarme con el Correison, y quiero referirme primero a lo que ya he dicho en varias ocasiones, que si la justicia determina que Corre es un corrupto, es un corrupto. Si la justicia determina que Glace es un corrupto, es un corrupto. Eso es lo que es vivir en un Estado de Derecho y respetarlo. Siempre, siempre. ¿Cómo entonces usted explica que tantos miembros en su movimiento político no vienen de Ecuador a responder a la ley, sino que están prófugos de la justicia? Candidata, siempre es siempre no solo cuando nos conviene en mi gobierno, si voy a ser enfático respetando la independencia de las funciones del Estado, pese a que ya hay una sentencia en firme, si vamos a trabajar con Interpol y Europol en todo lo que se pueda para que las personas que estén prófugas vengan a dar la cara a que se condenen en Ecuador en base a todo el daño que le hicieron al país y para que no quede ninguna duda quiero ratificarme no soy, no fui y nunca seré correísta. Los supuestos vínculos con ese partido político ya han sido demostrados como falsos, no solo en el sistema judicial ecuatoriano, sino también en el chino y el estadounidense. adicionalmente una de mis primeras acciones como presidente de la república del ecuador va a ser trabajar con todos los organismos internacionales como interpol y europol para asegurarnos que todo prófugo de la justicia ecuatoriana regrese a cumplir sentencia como corresponde ecuatorianos sé que aún muchos de ustedes están indecisos y quiero invitarlos a hacer una sola reflexión de todos los candidatos ¿cuál creen ustedes que realmente realmente puede mejorar la seguridad del país. Y les hago otra pregunta. ¿Cuál creen ustedes que es el único candidato que los delincuentes no quisieran nunca que sea su presidente? Exacto. Vota con conciencia. Por ustedes, por sus familias, por nuestro país.""",0
"CEDATOS.. ACABA DÉ PUBLICAR EL ÚLTIMO CORTE DÉ LA INTENCIÓN DE VOTÓ A NÍVEL NACIONAL ENTRE DANIEL NOBOA PRESIDENTE CONSTITUCIONAL DE LA REPÚBLICA DEL ECUADOR , Y LA CANDIDATA LUISA GONZÁLEZ.. ELECCION PRESIDENCIAL SEGUNDA VUELTA 2025 PORCENTAJES CANDIDATOS 53.54% DANIEL 34.11% LUISA 12.35% NULOS",0
"""MÀS DE 100.000 VENEZOLANOS ESTÀN HABILITADOS PARA SUFRAGAR EL DÌA DE HOY"" GRACIAS POR SER PARTE DE ESTE PROCESO, ESTE TAMBIÉN ES SU PAÍS."" DIANA ATAMAINT INAUGURACIÓN ELECCIONES SEGUNDA VUELTA 2025",0
"🟠👉🏻 El comentario del artista revelación del año, Jombriel, tras el cierre de campaña de Luisa González en Quito 👇🏻 Me quedo donde me traten como un artista y no como un titere❤️🇪🇨",0
"09-04-2025 ATENCIÓN USUARIOS DE TIKTOK RECUERDAN VIDEO DE LAVINIA APOYANDO INFANCIA TRANS Marcha del orgullo gay. ""Hoy estuve en el Pride una vez más con mis niños. Participamos de esta gran fiesta por los derechos de las personas gays y estoy muy contenta de que cada vez veo a más familias, más niños trans y adolescentes gays que se animan a explorar su sexualidad en libertad.""",0
"#NayibBukele el presidente de #ElSalvador trapea con #Noboa y le da par de bofetadas con guante blanco #EleccionesEcuador2025. 10-04-2025 ATENCIÓN ""NOBOA LLEVÓ LA INSEGURIDAD EN ECUADOR, A RÉRCORDS HISTÓRICOS"" Nayib Bukele. ""Por eso yo me río cuando algunos países se la pasan hablando de cómo van ganando una guerra contra el narcotráfico, cuando muchas veces son los mismos gobiernos los que son parte de toda esa cadena de distribución y venta. Suena ridículo, por ejemplo, que el señor Novoa hable de más seguridad cuando gracias a su mala gestión en el tema, Ecuador ha roto todos los récords de inseguridad y masacres desde principios del año pasado. Nosotros sí sabemos luchar contra los narcos. Lo que este señor hace trayendo a Erik Prince es puro show.""",0
"#IC I La propuesta de la excandidata presidencial Luisa González sobre la implementación de gestores de paz ha generado un fuerte debate nacional, especialmente por los ataques provenientes del oficialismo, que los ha intentado presentar erróneamente como “vacunadores” o colaboradores del crimen organizado. Sin embargo, esta narrativa choca directamente con los antecedentes y el respaldo internacional que este tipo de iniciativas ha tenido, particularmente desde la Organización de las Naciones Unidas (ONU), que en distintos países ha promovido modelos muy similares como herramientas efectivas para la prevención de la violencia, la resolución de conflictos y la reconstrucción del tejido social. González propuso invertir 72 millones de dólares en la formación e implementación de gestores de paz en comunidades vulnerables, con el objetivo de trabajar desde las bases sociales en la prevención del delito, el acompañamiento a jóvenes en riesgo y la mediación de conflictos barriales. En palabras de la propia excandidata: “Los gestores de paz no reemplazan a la policía, no van armados. Van con herramientas sociales, con formación en resolución de conflictos, prevención de violencia y trabajo comunitario”. Pese a su carácter social, la propuesta fue duramente atacada por actores cercanos al gobierno, quienes han tergiversado su sentido, atribuyéndole una falsa vinculación con la inseguridad. Lo cierto es que este tipo de programas han sido implementados con éxito en diversas partes del mundo con el respaldo de organismos como el Programa de las Naciones Unidas para el Desarrollo (PNUD) y otras agencias del sistema de Naciones Unidas. En Colombia, por ejemplo, tras la firma del acuerdo de paz con las FARC, cientos de excombatientes fueron capacitados como gestores de paz territoriales con el apoyo de la ONU. En El Salvador y Honduras, se promovió la formación de líderes juveniles para mediar en barrios afectados por pandillas. En Sudán del Sur, la misión UNMISS apoyó a mediadores comunitarios para reducir los conflictos tribales, y en Filipinas, ONU Mujeres capacitó a mujeres como gestoras comunitarias de paz en contextos de violencia armada. Todos estos casos evidencian que los gestores de paz son una alternativa legítima, efectiva y respaldada internacionalmente, no una amenaza. Mientras tanto, el gobierno actual ha optado por alianzas costosas y cuestionadas, como el reciente acuerdo con Erik Prince, fundador de Blackwater, una empresa privada de seguridad conocida por sus operaciones militares en Irak y acusaciones de violaciones de derechos humanos. Prince ha cobrado hasta 80 millones de dólares por servicios similares en países como Libia, y sus acciones han sido duramente criticadas por organismos de derechos humanos a nivel global. Este contraste genera inquietud: mientras una propuesta social, preventiva y de bajo costo es descalificada por prejuicios y desinformación, se aceptan sin mayor cuestionamiento contratos millonarios con figuras ligadas al mercenarismo internacional. Expertos en seguridad, derechos humanos y desarrollo comunitario han reiterado que la paz duradera no se construye exclusivamente con represión ni militarización. La prevención, la participación ciudadana, la educación y el fortalecimiento del tejido comunitario son factores clave para combatir las causas estructurales de la violencia. Por ello, deslegitimar a los gestores de paz no solo es un error político, sino también una señal peligrosa de desconocimiento o desprecio hacia estrategias que han dado resultados en el mundo y que, en países como el nuestro, podrían representar una verdadera esperanza de transformación social. LA ONU RESPALDA GESTORES DE PAZ COMO LA PROPUESTA DE LUISA GONZÁLEZ",0
"""Acepta migrantes con antecedentes penales desde EE.UU para ganar votos con Trump."" Javier Miley En entrevista a medio argentino refiriendose a Daniel Noboa",0
"#ATENCIÓN | Los presos están con Luisa González 🚨. El Consejo Nacional Electoral (CNE) concluyó este jueves, 10 de abril de 2025, la jornada de votación en los centros penitenciarios del país, como parte del calendario de la segunda vuelta electoral en Ecuador. El CNE informó, a través de un comunicado, que estos votos serán contados públicamente el día del sufragio general, es decir, a partir de las 17:00 del 13 de abril. Sin embargo, la tendencia ya refleja una clara preferencia por la candidata del correísmo, Luisa González. La mayoría de los votantes son de la Penitenciaría del Litoral, una cárcel liderada por el grupo narcoterrorista Los Choneros. Síguenos en nuestra cuenta de Instagram: https://www.instagram.com/ecuador.tv. ATENCIÓN CANDIDATA LUISA GONZÁLEZ TOMA LA DELANTERA Y GANA EN CÁRCELES DEL ECUADOR REOS EJERCEN SU DERECHO AL VOTO 10-04-2025",0
"DIANA SALAZAR La Fiscal de la Mafia Habría huido del país ante la inminente perdida de su jefe si Noboa pierde Diana Salazar no regresará al país",0
